source_id,source_crisno,source_sentence_number,source_crisis_title_raw,crisis_title,text,source_type_string,gt_event_type
450_9,450,9,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"Despite this, both sides could not agree on core substantial issues.",,No Event
450_10,450,10,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"Frustrated with the lack of progress, the United States decided to terminate the Korean Peninsula Energy Development Organisation.",action,Action
450_11,450,11,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,Washington also decided to put financial pressure on North Korea.,,No Event
450_12,450,12,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"In September 2005, the Macao-based Banco Delta Asia was instructed to freeze North Korean assets and stop its dealings with Pyongyang or risk losing access to U.S. financial markets.",,No Event
450_13,450,13,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,The United States announced that its action was just the result of a routine laundering and counterfeiting investigation.,,No Event
450_14,450,14,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"In response, North Korea refused to return to the negotiation table till such time this issue was cleared up.",action|speech,Mixed
450_15,450,15,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,It claimed that about $25 million of its assets were frozen at BDA.,,No Event
450_16,450,16,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,The fifth round of the Six Party Talks in November 2005 made no progress as this financial freeze overshadowed the nuclear issue.,speech,Speech
450_17,450,17,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"At this point, the negotiations seemed to largely fizzle out and end in a stalemate.",,No Event
450_18,450,18,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"On 5 May 2006, however, the United States obtained intelligence that North Korea was transporting a missile to a launch site.",action,Action
450_19,450,19,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,This information triggered a crisis for the United States.,,No Event
450_20,450,20,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"A few days after, North Korea announced that it intended to carry out a missile test.",thought,Thought
450_21,450,21,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,United States denounced DPRK's decision and began to explore ways to restart the stalled Six Party Talks.,thought,Thought
450_22,450,22,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"It did not, however, budge on removing its sanctions against financial institutions that do business with Pyongyang.",speech,Speech
450_23,450,23,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"In an effort to pressure North Korea against conducting a missile test, KEDO officially terminated its light water reactor project in North Korea in early June.",speech,Speech
450_24,450,24,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"When Pyongyang, however, invited the United States for talks to resolve the nuclear issue, these overtures were rebuffed and the U.S. Ambassador to South Korea warned the DPRK that it would face repercussions if it went ahead with the missile test.",,No Event
450_25,450,25,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"Meanwhile, many other countries also spotted a North Korean rocket on a launch pad and intelligence information about possible fuelling work surfaced around mid-June.",action,Action
450_26,450,26,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"While Japan sided with the United States on sanctioning DPRK further, South Korea and China called for the resumption of the Six Party Talks.",speech,Speech
450_27,450,27,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"At the same time, United States attempted to get China to dissuade North Korea; China urged North Korea not to a launch a long-range missile but Pyongyang ignored the Chinese request and upped the ante declaring that it would respond to a U.S. military strike with nuclear war.",thought,Thought
450_28,450,28,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"Towards the end of June, there was a flurry of diplomatic activity to reduce tension in the peninsula but on 5 July 2006 DPRK test-fired its Taepodong II long-range missile as well as six other medium and short-range missiles.",speech,Speech
450_29,450,29,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"Although the test failed, it was a clear indication that the North Korea still possessed offensive capabilities.",speech,Speech
450_30,450,30,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"In response to the missile test, Japan requested an emergency meeting of the U.N. Security Council and called for sanctions against North Korea.",action,Action
450_31,450,31,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"In a unanimous vote on 15 July 2006, the Security Council adopted Resolution 1695 which demanded that the DPRK halt all nuclear activity and unconditionally return to the negotiation table.",,No Event
450_32,450,32,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,It also called on other member countries to take efforts to stop the transfer of nuclear material and related technology to North Korea.,speech,Speech
450_33,450,33,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"At the same time, it noted that negotiations were the most appropriate way to resolve the crisis.",speech,Speech
450_34,450,34,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,This undivided Security Council vote triggered the crisis for North Korea; it immediately rejected the U.N. resolution and claimed that its missile test was a sovereign act intended to protect itself from an external threat.,speech,Speech
450_35,450,35,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"After its missile test, North Korea faced increasing isolation from the international community.",,No Event
450_36,450,36,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,Humanitarian assistance from South Korea was suspended and some countries also froze North Korean assets following U.N. resolution 1695.,speech|thought,Mixed
450_37,450,37,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"On 3 October 2006, North Korea escalated the crisis through an announcement that it intended to conduct a nuclear weapons test.",,No Event
450_38,450,38,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"Despite international pressure, DPRK North Korea conducted its first nuclear test on 9 October 2006.",action,Action
450_39,450,39,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,Both the United States and South Korea confirmed DPRK's test after radioactive debris was detected in air samples around the site.,speech,Speech
450_40,450,40,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"In response to the nuclear test, the United States and Japan championed U.N. resolution 1718 that called on DPRK not to escalate the situation by conducting more nuclear tests, and dismantle its missile program in a ""complete, verifiable and irreversible manner"".",action,Action
450_41,450,41,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"In addition, it wanted member states to prevent any sale of nuclear related material to Pyongyang and also step up inspection of North Korean shipping vessels at their ports.",,No Event
450_42,450,42,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"The Security Council unanimously adopted this resolution, and is seen as one of the strongest sanctions against Pyongyang.",speech,Speech
450_43,450,43,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"However, both China and Russia pushed for the inclusion of a clause that would prevent the implementation of the resolution with military force.",speech,Speech
450_44,450,44,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,The Security Council also formed a committee to monitor the actions of member states in implementing the tenets of the resolution.,speech,Speech
450_45,450,45,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"Notably, the resolution was passed after only six days of discussion, an indication that the defiance of North Korea in the face of international pressure made it easier for the Security Council members to agree on the text of the resolution.",,No Event
450_46,450,46,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"About three weeks after North Korea conducted its nuclear test, it agreed to return to the Six Party Talks.",,No Event
450_47,450,47,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"Meanwhile, the United States, Japan and South Korean negotiators also met to form a consensus on how to negotiate with Pyongyang.",,No Event
450_48,450,48,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"Over the next few months, North Korea maintained that the release of its assets at BDA was a precondition to further negotiations.",action|speech,Mixed
450_49,450,49,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"Bogged down in both Iraq and Afghanistan, the United States changed course and agreed to release on Pyongyang's assets at BDA; it also allowed North Korea to sell arms to Ethiopia in January 2007.",action,Action
450_50,450,50,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,A breakthrough in negotiations was achieved on 13 February 2007.,speech,Speech
450_51,450,51,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,North Korea consented to the shutdown of the Yongbyon nuclear reactor and agreed to permit IAEA inspectors to monitor the site within 60 days.,speech,Speech
450_52,450,52,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"In turn, the United States agreed to provide DPRK with 50,000 tons of heavy fuel oil, and also release North Korean assets at BDA within 30 days.",action,Action
450_53,450,53,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"There was also an agreement to discuss issues of denuclearization of the peninsula, normalization of relations between North Korea and the United States, and North Korea and Japan.",,No Event
450_54,450,54,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"This agreement reflected a change in Washington's policy towards DPRK. Through December 2006 and January 2007, United States and North Korean officials met directly and held bilateral negotiations.",speech,Speech
450_55,450,55,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,These efforts laid the foundation to the February agreement at the Six Party Talks.,speech,Speech
450_56,450,56,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,The implementation of the February agreement proceeded smoothly with two key exceptions.,speech,Speech
450_57,450,57,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"The United States faced hurdles in releasing the $25 million held in Macau, and the North Korea-Japanese talks failed to make any progress.",action,Action
450_58,450,58,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,"In the former case, an intermediary was required as Daedong Credit Bank, the largest BDA account holder, refused to directly release the funds to Pyongyang.",action,Action
450_59,450,59,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,This proved difficult since no bank wanted to receive the North Korean assets.,,No Event
450_60,450,60,CRISNO 450 NORTH KOREA NUCLEAR III,NORTH KOREA NUCLEAR III,It was only in June 2007 that Pyongyang received the funds that were frozen at BDA via a Russian bank.,,No Event
406_1,406,1,CRISNO 406 IRAQ NO-FLY ZONE,IRAQ NO-FLY ZONE,"Iraq experienced a post-Gulf War crisis from 18 August to 8 September 1992 over the ""no-fly zone"" imposed by the U.S., the U.K., and France.",,No Event
406_2,406,2,CRISNO 406 IRAQ NO-FLY ZONE,IRAQ NO-FLY ZONE,"and Notwithstanding its military defeat in January-February 1991, Iraq's regime continued a long-standing policy of repression against its Kurdish minority in the north and the Shia in the south.",action|thought,Mixed
406_3,406,3,CRISNO 406 IRAQ NO-FLY ZONE,IRAQ NO-FLY ZONE,"The victors in the war, led by the U.S., created ""safe havens"" for the Kurds in April 1991, following their failed rebellion against Saddam Hussein's regime and the mass flight -- estimated at almost two million refugees -- into the mountains of Iraqi Kurdistan.",,No Event
406_4,406,4,CRISNO 406 IRAQ NO-FLY ZONE,IRAQ NO-FLY ZONE,"That Western interventionist regime in northern Iraq was still in force, in a modified form, six years after the war.",,No Event
406_5,406,5,CRISNO 406 IRAQ NO-FLY ZONE,IRAQ NO-FLY ZONE,The idea of a no-fly zone south of the 32nd Parallel emerged from reports in early August 1992 of increasing Iraqi military activity and violations of human rights among the Shia population in southern Iraq.,,No Event
406_6,406,6,CRISNO 406 IRAQ NO-FLY ZONE,IRAQ NO-FLY ZONE,"On 11 August, at a UN Security Council meeting convened at the request of France, the U.K., and the U.S., the UN rapporteur on human rights in Iraq reported that there was documentary evidence of a systematic policy by Iraq to destroy the Shia Arabs of the marshlands and their culture.",action|speech,Mixed
406_7,406,7,CRISNO 406 IRAQ NO-FLY ZONE,IRAQ NO-FLY ZONE,"The Council did not pass a resolution; but this meeting was perceived -- by Iraq, the Western powers, and others -- as a step toward enforcing Iraq's compliance with the provision of Security Council Resolution 688, passed at the end of the Gulf War, demanding that Iraq's regime cease suppressing its Kurdish and Shia minorities.",thought,Thought
406_8,406,8,CRISNO 406 IRAQ NO-FLY ZONE,IRAQ NO-FLY ZONE,"On 12 August Iraq dismissed Mr. van der Stoel's report as ""inaccurate.""",speech,Speech
406_9,406,9,CRISNO 406 IRAQ NO-FLY ZONE,IRAQ NO-FLY ZONE,"On 18 August 1992 senior officials from France, the U.K., and the U.S. announced that they had decided to impose an ""air exclusion zone"" over Iraq.",speech,Speech
406_10,406,10,CRISNO 406 IRAQ NO-FLY ZONE,IRAQ NO-FLY ZONE,This was followed by a U.K. announcement of the dispatch of six Tornado jets to take part in an allied operation to protect the population of southern Iraq.,speech,Speech
406_11,406,11,CRISNO 406 IRAQ NO-FLY ZONE,IRAQ NO-FLY ZONE,"These two announcements triggered a crisis for Iraq, which perceived a threat to its sovereignty and territorial integrity.",thought,Thought
406_12,406,12,CRISNO 406 IRAQ NO-FLY ZONE,IRAQ NO-FLY ZONE,On 20 August France announced that it would send 10 Mirage-2000 jets to the region.,speech,Speech
406_13,406,13,CRISNO 406 IRAQ NO-FLY ZONE,IRAQ NO-FLY ZONE,The U.S. already had more than 200 planes in the area.,,No Event
406_14,406,14,CRISNO 406 IRAQ NO-FLY ZONE,IRAQ NO-FLY ZONE,"Iraq's initial response, on the 20th, was to denounce the Western plan for an exclusive zone -- an ""imperialist conspiracy"" aimed at dismembering Iraq.",speech,Speech
406_15,406,15,CRISNO 406 IRAQ NO-FLY ZONE,IRAQ NO-FLY ZONE,The same day Egypt expressed concern for the sovereignty and integrity of Iraq's territory.,speech,Speech
406_16,406,16,CRISNO 406 IRAQ NO-FLY ZONE,IRAQ NO-FLY ZONE,"Turkey, too, announced that it opposed any plan ""directed against the integrity of Iraq.""",speech,Speech
406_17,406,17,CRISNO 406 IRAQ NO-FLY ZONE,IRAQ NO-FLY ZONE,"And on 23 August official statements from Algeria, Jordan, Libya, Sudan, Syria, Yemen, and the Arab League expressed concern about the integrity of Iraq, warning that the plan would increase tension in the region.",speech,Speech
406_18,406,18,CRISNO 406 IRAQ NO-FLY ZONE,IRAQ NO-FLY ZONE,"On 26 August U.S. President Bush officially announced the establishment of the exclusion zone by France, Russia, the U.K., and the U.S., in order to protect the Shia population of southern Iraq.",action|speech,Mixed
406_19,406,19,CRISNO 406 IRAQ NO-FLY ZONE,IRAQ NO-FLY ZONE,The decision imposed an immediate ban on flights by Iraqi helicopters and aircraft south of the 32nd Parallel.,,No Event
406_20,406,20,CRISNO 406 IRAQ NO-FLY ZONE,IRAQ NO-FLY ZONE,"Iraq was officially notified about the decision through its Permanent Representative at the UN, Abdul Amir al-Anbari.",,No Event
406_21,406,21,CRISNO 406 IRAQ NO-FLY ZONE,IRAQ NO-FLY ZONE,"Al-Anbari responded by denouncing the decision as an ""illegal act"" that required ""clear and firm"" Arab opposition and warned that ""Iraq will choose the proper way and the proper time to confront this outrageous aggression.""",speech,Speech
