source_an,source_form_codebook,source_form_numeric,source_form_raw,text,gt_protest_form
WESKU00020190615ef6f0001v,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event","Mit Absperrband, Plakaten und den Umrissen einer Erdkugel auf dem Pflaster haben Bremerinnen und Bremer am Freitag das Parteibüro der CDU am Wall zu einem, wie sie es nennen, \\""\""\""\""\""\""\""Tatort Klimazerstörung\""\""\""\""\""\""\""\"" gemacht.""",Non-verbal Protest / Cultural Event
WESKU00020190615ef6f0001v,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstranten,Demonstration / Assembly
WESKU00020190616ef6g0003r_SUN,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Fridays- for-Future-Demo,Demonstration / Assembly
WESKU00020190619ef6j0001e,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Am ersten Freitag im Januar stand Oberheim mit 15 Jugendlichen und ein paar Pappschildern auf dem Marktplatz.,Demonstration / Assembly
WESKU00020190619ef6j0001y,10 Streik,10.0,strike,Streikaufruf,Strike
WESKU00020190619ef6j0002b,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrieren,Demonstration / Assembly
WESKU00020190620ef6k0000l,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Protestaktionen,Demonstration / Assembly
WESKU00020190622ef6m00013,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
WESKU00020190623ef6n00019_SUN,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly","Sie kamen plötzlich um die Ecke, zogen wie eine Phalanx auf den Eingang des Intercity Hotels am Hauptbahnhof zu und stoppten dann ganz abrupt.",Demonstration / Assembly
WESKU00020190623ef6n00019_SUN,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",Forderungskatalog,Leaflet / Resolution / Open Letter
WESKU00020190630ef6u0000z_SUN,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstranten,Demonstration / Assembly
WESKU00020190630ef6u0000z_SUN,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Die-in,Non-verbal Protest / Cultural Event
WESKU00020190707ef770000m_SUN,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
WESKU00020190708ef7800013,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter","ein Banner mit der Aufschrift \\""\""\""\""\""\""\""Fähren statt Frontex - Evakuierung aus Libyen\""\""\""\""\""\""\""\"" hochgehalten""",Leaflet / Resolution / Open Letter
WESKU00020190708ef7800013,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Rauchfackeln gezündet,Non-verbal Protest / Cultural Event
WESKU00020190709ef790004z,"14 Unterschriftensammlung, Petition",14.0,petition,Petition,Petition
WESKU00020190709ef7900059,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Protestversammlung,Demonstration / Assembly
WESKU00020190710ef7a0001u,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
WESKU00020190726ef7q0001a,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
WESKU00020190730ef7u00001,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,Brandanschlägen auf zwei Polizeiwagen,Attack with Damage to Property
WESKU00020190730ef7u0001g,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Gleich an mehreren Orten lassen sich die Aktivisten wie tot auf den Boden fallen und bleiben dort einige Minuten liegen - als Symbol für das Artensterben,Non-verbal Protest / Cultural Event
WESKU00020190730ef7u0001g,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Trauermarsch,Demonstration / Assembly
WESKU00020190807ef870001e,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Reden,Demonstration / Assembly
WESKU00020190808ef8800020,10 Streik,10.0,strike,Warnstreik,Strike
WESKU00020190824ef8o0006t,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",haben Tierschützer Plakate entrollt,Demonstration / Assembly
WESKU00020190829ef8t0001e,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",versammelt,Demonstration / Assembly
WESKU00020190831ef8v0001j,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
WESKU00020190901ef9100005_SUN,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstrationszug,Demonstration / Assembly
WESKU00020190901ef910000h_SUN,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
WESKU00020190903ef930001y,10 Streik,10.0,strike,Warnstreik,Strike
WESKU00020190908ef980001f_SUN,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
WESKU00020190921ef9l00010,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstrationen,Demonstration / Assembly
WESKU00020190922ef9m0001f_SUN,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstrieren,Demonstration / Assembly
WESKU00020190922ef9m0001f_SUN,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriften,Petition
WESKU00020190925ef9p0002j,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
WESKU00020190925ef9p0002j,10 Streik,10.0,strike,Warnstreiks,Strike
WESKU00020190926ef9q0001h,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
WESKU00020190926ef9q0001h,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",Forderungskatalog,Leaflet / Resolution / Open Letter
WESKU00020191006efa600016_SUN,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demonstriert,Demonstration / Assembly
WESKU00020191008efa80000h,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",demon- striert,Demonstration / Assembly
WESKU00020191013efad00015_SUN,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstrationszug,Demonstration / Assembly
WESKU00020191101efb1000c6,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",Plakaten und Bannern,Leaflet / Resolution / Open Letter
WESKU00020191105efb500009,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,Brandanschlag,Attack with Damage to Property
WESKU00020191105efb500009,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,"mit Feuerlöschern, Steinen, Farbflaschen und Hämmern die Glasfassade traktiert und durch die Löcher in den Fenstern Farbe in die Innenräume gesprüht",Attack with Damage to Property
WESKU00020191105efb500009,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,kaputte Scheiben und beschmierte Wände,Attack with Damage to Property
WESKU00020191107efb7000ef,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",200 Postkarten an einer Kette,Leaflet / Resolution / Open Letter
WESKU00020191108efb800014,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,Altpapier und Säcke in den Eingangsbereich des Hauses und setzen den Abfall in Brand,Attack with Damage to Property
WESKU00020191108efb800014,13 Sachbeschädigung/Anschlag/Plünderung,13.0,attack with damage to property,schlugen unbekannte Täter drei Fenster der Bremer Firmenzentrale des Bochumer Wohnungskonzerns ein,Attack with Damage to Property
WESKU00020191110efba00018_SUN,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Sternenmarsch,Demonstration / Assembly
WESKU00020191110efba00018_SUN,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstrationszüge,Demonstration / Assembly
WESKU00020191130efbu0000h,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstrationszug,Demonstration / Assembly
WESKU00020191211efcb0001e,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demo,Demonstration / Assembly
WESKU00020191211efcb0001e,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Aufzug,Demonstration / Assembly
WESKU00020191211efcb0001s,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriftensammlung,Petition
WESKU00020191211efcb0001s,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriften,Petition
WESKU00020191211efcb0001s,"14 Unterschriftensammlung, Petition",14.0,petition,Petition,Petition
WESKU00020191214efce0001d,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Tannenbaum-Aktion vor dem Sitz des Finanzsenators am Wall,Demonstration / Assembly
WESKU00020191215efcf00019_SUN,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Menschenkette,Demonstration / Assembly
WESKU00020191223efcn0004q,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",Flyer,Leaflet / Resolution / Open Letter
WESKU00020191223efcn0004q,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",Plakate,Leaflet / Resolution / Open Letter
WESKU00020200508eg17005js,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",Performance,Non-verbal Protest / Cultural Event
WESKU00020200508eg1a003jg,10 Streik,10.0,strike,Warnstreik,Strike
WESKU00020200508eg1a003jg,10 Streik,10.0,strike,Ausstand,Strike
WESKU00020200508eg1i00812,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
WESKU00020200508eg1i00837,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriften,Petition
WESKU00020200508eg1r005ba,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriften,Petition
WESKU00020200508eg1r005ba,"14 Unterschriftensammlung, Petition",14.0,petition,Petition,Petition
WESKU00020200508eg26007al,"14 Unterschriftensammlung, Petition",14.0,petition,Petition,Petition
WESKU00020200508eg2j00fzf,10 Streik,10.0,strike,Warnstreik,Strike
WESKU00020200508eg2m001uk,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Mahnwache,Demonstration / Assembly
WESKU00020200508eg2n0006y_SUN,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Protestzugs,Demonstration / Assembly
WESKU00020200508eg2n0006y_SUN,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Protestmarsch,Demonstration / Assembly
WESKU00020200508eg2n0006y_SUN,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Abschlusskundgebung,Demonstration / Assembly
WESKU00020200508eg2n0006y_SUN,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstrationszuges,Demonstration / Assembly
WESKU00020200508eg2n0006y_SUN,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Protestzug,Demonstration / Assembly
WESKU00020200508eg34000yb,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
WESKU00020200508eg36006a4,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Trecker-Konvoi,Demonstration / Assembly
WESKU00020200508eg36006a4,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
WESKU00020200508eg36007ck,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriften,Petition
WESKU00020200508eg36007ck,"14 Unterschriftensammlung, Petition",14.0,petition,Petition,Petition
WESKU00020200508eg39004gv,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
WESKU00020200508eg39004gv,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Abschlusskundgebung,Demonstration / Assembly
WESKU00020200508eg39004gv,"07 Nicht-sprachlicher Protest, kulturelle Veranstaltung, Performance, Flash Mob",7.0,"non-verbal protest, cultural event",eine „Umbenennung“ von fünf Straßen nach den Frauen und Transpersonen,Non-verbal Protest / Cultural Event
WESKU00020200508eg4l00pof,"05 Flugblatt, Resolution, offener Brief",5.0,"leaflet, resolution, open letter",offenen Brief,Leaflet / Resolution / Open Letter
WESKU00020200508eg4r00swp,"14 Unterschriftensammlung, Petition",14.0,petition,Petition,Petition
WESKU00020200508eg5200sts,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Protestzug,Demonstration / Assembly
WESKU00020200508eg5200sts,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Abstandskette,Demonstration / Assembly
WESKU00020200508eg5200sts,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Abschlusskundgebung,Demonstration / Assembly
WESKU00020200508eg5500pu5,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
WESKU00020200510eg5a0001j,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
WESKU00020200510eg5a0001j,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegenprotest,Demonstration / Assembly
WESKU00020200510eg5a0001j,"11 Blockade, Sit in",11.0,"blockade, sit-in",Autos am Abfahren gehindert,Blockade / Sit-in
WESKU00020200513eg5d00026,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
WESKU00020200513eg5d0002f,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriften,Petition
WESKU00020200517eg5h00018,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
WESKU00020200517eg5h00018,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegendemonstranten,Demonstration / Assembly
WESKU00020200524eg5o00019,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Versammlung,Demonstration / Assembly
WESKU00020200524eg5o00019,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
WESKU00020200524eg5o00019,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Gegenkundgebung,Demonstration / Assembly
WESKU00020200526eg2b000rk,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Mahnwache,Demonstration / Assembly
WESKU00020200526eg2c001e2,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Demonstration,Demonstration / Assembly
WESKU00020200526eg5q000b6,"14 Unterschriftensammlung, Petition",14.0,petition,Petition,Petition
WESKU00020200608eg3s00109,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",versammelten,Demonstration / Assembly
WESKU00020200608eg68000b7,"14 Unterschriftensammlung, Petition",14.0,petition,Unterschriftenlisten,Petition
WESKU00020200703eg730001v,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
WESKU00020200709eg790002b,"14 Unterschriftensammlung, Petition",14.0,petition,Petition,Petition
WESKU00020200709eg790002b,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
WESKU00020200713eg7d00025,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
WESKU00020200722eg7m0002a,"04 Demonstration, Versammlung, öffentliche Protestkundgebung",4.0,"demonstration, assembly",Kundgebung,Demonstration / Assembly
