source_id,source_party,source_year,source_original_id,source_major_topic,source_subtopic,source_words,text,gt_policy_topic
cap_party_democratic_6607.0,Democratic,1980.0,6607.0,12,1201.0,18.0,"We are committed to using this framework effectively, in close cooperation with state and local law enforcement authorities.",Law and Crime
cap_party_democratic_6608.0,Democratic,1980.0,6608.0,12,1206.0,25.0,We reaffirm our support for the Juvenile Justice and Delinquency Act and the Runaway Youth Act as responses to the serious challenge of youth crime.,Law and Crime
cap_party_democratic_6609.0,Democratic,1980.0,6609.0,12,1205.0,28.0,"We must continue and strengthen efforts at prison reform, to upgrade the safety of our penal institutions, to enhance rehabilitation of offenders, and to lower the recidivism level.",Law and Crime
cap_party_democratic_6610.0,Democratic,1980.0,6610.0,12,1200.0,26.0,"We support federal assistance to the victims of crime, including special programs to assist the elderly and to aid the victims of rape and domestic violence.",Law and Crime
cap_party_democratic_6611.0,Democratic,1980.0,6611.0,12,1200.0,16.0,Further efforts should be made to demonstrate the feasibility of restitution by the perpetrators of crime.,Law and Crime
cap_party_democratic_6612.0,Democratic,1980.0,6612.0,12,1201.0,18.0,"As we work toward improved law enforcement, we must not permit or sanction excessive or illegal police force.",Law and Crime
cap_party_democratic_6613.0,Democratic,1980.0,6613.0,2,201.0,67.0,"Minorities in some areas have been discriminated against by such police actions, and we must take every action at the federal, state, and local level to prevent that from happening in the future, including a renewed commitment to affirmative action in the hiring of law enforcement personnel, establishment of civil rights units at appropriate U.S. Attorneys' offices, and swift investigation and prosecution of suspected civil rights violations.",Civil Rights
cap_party_democratic_6614.0,Democratic,1980.0,6614.0,20,2002.0,16.0,Over the years the federal government has imposed more and more paperwork on the private sector.,Government Operations
cap_party_democratic_6615.0,Democratic,1980.0,6615.0,20,2002.0,14.0,The Carter Administration has stopped that trend and worked to cut the paperwork burden.,Government Operations
cap_party_democratic_6616.0,Democratic,1980.0,6616.0,20,2002.0,17.0,"We have eliminated unnecessary forms, simplified and consolidated needed forms, and discouraged creation of new paperwork requirements.",Government Operations
cap_party_democratic_6617.0,Democratic,1980.0,6617.0,20,2002.0,16.0,"As a result, the federal paperwork burden has been cut 15 percent, or 127 million man-hours.",Government Operations
cap_party_democratic_6618.0,Democratic,1980.0,6618.0,20,2002.0,18.0,The Administration is currently putting into place the tools we will need to continue and expand this program.,Government Operations
cap_party_democratic_6619.0,Democratic,1980.0,6619.0,20,2002.0,15.0,"In November 1979, President Carter signed an Executive Order that created the first ""paperwork budget.""",Government Operations
cap_party_democratic_6620.0,Democratic,1980.0,6620.0,20,2002.0,14.0,This program will limit the reporting time each agency can impose on the public.,Government Operations
cap_party_democratic_6621.0,Democratic,1980.0,6621.0,20,2002.0,20.0,"In addition, the President has ordered agencies to tailor their forms to reduce the burden on individuals and small business.",Government Operations
cap_party_democratic_6622.0,Democratic,1980.0,6622.0,20,2002.0,4.0,We need further legislation.,Government Operations
cap_party_democratic_6623.0,Democratic,1980.0,6623.0,20,2002.0,18.0,"We urge a continuation of the effort to reduce government documents to simple English, easily understandable by all.",Government Operations
cap_party_democratic_6624.0,Democratic,1980.0,6624.0,20,2002.0,22.0,"The Administration is working with Congress to pass a Paperwork Reduction Act, which will close wide loopholes in the current oversight process.",Government Operations
cap_party_democratic_6625.0,Democratic,1980.0,6625.0,20,2012.0,26.0,Recent reforms in the election process have aided immeasurably in opening the process to more people and have begun to reduce the influence of special interests.,Government Operations
cap_party_democratic_6626.0,Democratic,1980.0,6626.0,20,2012.0,20.0,The limitations on campaign contributions and the public financing of Presidential elections are two reforms which have worked very well.,Government Operations
cap_party_democratic_6627.0,Democratic,1980.0,6627.0,20,2012.0,9.0,"Business political action committees continue to spend excessively, however.",Government Operations
cap_party_democratic_6628.0,Democratic,1980.0,6628.0,20,2012.0,7.0,Further reform in this area is essential.,Government Operations
cap_party_democratic_6629.0,Democratic,1980.0,6629.0,20,2012.0,16.0,In the 1980s we need to enact reforms which will:ââ Â¬ÃªProvide for public financing of Congressional campaigns;,Government Operations
cap_party_democratic_6630.0,Democratic,1980.0,6630.0,20,2012.0,7.0,ââ Â¬ÃªLower contribution limits for political action committees;,Government Operations
cap_party_democratic_6631.0,Democratic,1980.0,6631.0,20,2012.0,19.0,ââ Â¬ÃªClose the loophole that allows private spending in Presidential elections contrary to the intent of the election law reforms;,Government Operations
cap_party_democratic_6632.0,Democratic,1980.0,6632.0,2,206.0,33.0,"ââ Â¬ÃªEncourage voter participation in elections through use of simplified procedures for registration in states that lack mail or election day registration procedures, and by resisting efforts to reduce access to bilingual ballots; and",Civil Rights
cap_party_democratic_6633.0,Democratic,1980.0,6633.0,2,206.0,22.0,ââ Â¬ÃªIncrease opportunities for full participation in all areas of party and government affairs by the low and moderate income majority of Americans.,Civil Rights
cap_party_democratic_6634.0,Democratic,1980.0,6634.0,20,2003.0,15.0,The private expression statutes guarantee the protection and security of the mail for all Americans.,Government Operations
cap_party_democratic_6635.0,Democratic,1980.0,6635.0,20,2003.0,28.0,"They are essential to the maintenance of a national postal system, which will require an adequate public service subsidy to assure the delivery of mail to all Americans.",Government Operations
cap_party_democratic_6636.0,Democratic,1980.0,6636.0,8,800.0,22.0,"For the past four years, the Democratic Party's highest legislative priority has been the development of our nation's first comprehensive energy policy.",Energy
cap_party_democratic_6637.0,Democratic,1980.0,6637.0,8,803.0,15.0,Our actions were necessitated by the Republican Administration's policy that fostered dependence on foreign oil.,Energy
cap_party_democratic_6638.0,Democratic,1980.0,6638.0,8,803.0,24.0,"This Republican legacy led to America's petroleum paralysis, which weakened our security, undermined our strength abroad, threatened our environment and endangered our economic health.",Energy
cap_party_democratic_6639.0,Democratic,1980.0,6639.0,8,803.0,13.0,In perhaps no other domestic area did we inherit such a dangerous situation:,Energy
cap_party_democratic_6640.0,Democratic,1980.0,6640.0,8,803.0,17.0,"ââ Â¬ÃªDomestic production of oil and natural gas was steadily declining, with price controls discouraging exploration and production;",Energy
cap_party_democratic_6641.0,Democratic,1980.0,6641.0,8,803.0,10.0,ââ Â¬ÃªNatural gas shortages were regularly plaguing parts of our country;,Energy
cap_party_democratic_6642.0,Democratic,1980.0,6642.0,8,803.0,9.0,ââ Â¬ÃªOur dependence on foreign oil was increasing every year;,Energy
cap_party_democratic_6643.0,Democratic,1980.0,6643.0,8,807.0,10.0,"ââ Â¬ÃªWasteful energy practices existed in our industries, homes and transportation;",Energy
cap_party_democratic_6644.0,Democratic,1980.0,6644.0,8,806.0,11.0,ââ Â¬ÃªSolar and other renewable energy resources were being almost completely ignored;,Energy
cap_party_democratic_6645.0,Democratic,1980.0,6645.0,8,806.0,6.0,ââ Â¬ÃªSynthetic fuel production had been stalled;,Energy
cap_party_democratic_6646.0,Democratic,1980.0,6646.0,8,807.0,8.0,ââ Â¬ÃªThe federal government was not promoting energy conservation;,Energy
cap_party_democratic_6647.0,Democratic,1980.0,6647.0,8,807.0,14.0,ââ Â¬ÃªOur allies were unwilling to make adequate efforts to reduce their energy consumption; and,Energy
cap_party_democratic_6648.0,Democratic,1980.0,6648.0,8,800.0,18.0,ââ Â¬ÃªOur energy policy was being made by nearly a dozen different agencies and bureaus throughout the federal government.,Energy
cap_party_democratic_6649.0,Democratic,1980.0,6649.0,8,800.0,11.0,The struggle to develop an energy policy was difficult and time-consuming.,Energy
cap_party_democratic_6650.0,Democratic,1980.0,6650.0,8,803.0,19.0,"Tough decisions, especially in the area of oil price decontrol, were necessary to reduce our dependence of foreign oil.",Energy
cap_party_democratic_6651.0,Democratic,1980.0,6651.0,8,800.0,9.0,Not all of our energy problems have been solved.,Energy
cap_party_democratic_6652.0,Democratic,1980.0,6652.0,8,803.0,27.0,Yet the achievements of the past four years leave little doubt that we are finally serious about the problems caused by our excessive reliance on foreign oil.,Energy
