text,gt_event_type
"following the kidnapping and murder of an ANP activist, Shahrukh, violence erupted in Gulistan-i-Jauhar. 8 cars and an NLC water tanker were set on fire by enraged protesters who smashed the windows of cars parked outside the apartments. The police did nothing. other activists of the ANP took to the streets pelting stones at passing vehicles and setting fire to them. Shahrukh's body was eventually found on Sunday morning.",VIOLENT_POLITICAL_DEMONSTRATION
At least one person was killed and five others were injured in the Indian shelling on the Abbaspur sector of Poonch district.,ATTACK_ON_STATE
The body of an unidentified man was found stuffed in a sack in Saeedabad. The victim was reportedly tortured and 'throttled' and his hands and feet were tied when his body was found. ,OTHER
Four security personnel were killed and one was injured when a landmine exploded in Pir Koh gas field area in Dera bugti.,TERRORISM
Agha Abid Shirazee was shot and killed by an armed man on a motorcycle while he was travelling in his car. Jafria Alliance Pakistan (JAP) condemned the killing and the police suspected that it was done on sectarian grounds. ,ASSASSINATION
Two rockets were fired on the couts camp by militants. Residents reported that the rockets missed the target and hit two houses near the camp.,CONVENTIONAL_ATTACK_ON_GOV_FORCES
"Two landowners, Ali Muhammad Kamoka and Ali Ahmed Chadder, were killed and their driver was injured when unidentified men ambushed their car and opened fire at them. The victims were on their way back after appearing in court. ",ASSASSINATION
A person named Kamran Khan was gunned down by unknown men in Nasirpur on Tuesday.,ASSASSINATION
"Three Jagiranis were traveling by motorcycle when some people traveling in a car opened fire, killing them. Reportedly due to ongoing clashes between the Jagiranis and Solangis.",ASSASSINATION
"activists belonging to the student wing of a political organization SPSF barged into the office of the Ghulam Mohammad Maher Medical College principal and vandalized the place, on the plea that Professor Hafeezullah had adopted a discriminatory attitude with their comrade to fail him in examinations. the situation was brought under control after negotiations with the students.",OTHER
"Nasirabad police station came under attack when people of the Kalhora community got irked by the police handling of some people they arrested. The police had  summoned a certain Nawaz Ali Kalhoro who was the vice president of Sindh National Alliance, and Ayaz Ali of Wadho Kalhoro village on the complaint of a certain Dr. Bhemandas who alleged that Nawaz Ali Kalhoro wasn't handing over the produce of 72 acres of land to him. The accused argued with the police, at which the police beat up the arrested. This angered the residents of Kalhoro village, who pelted the police station with stones. The police had to resort to baton charge and tear gas shelling to disperse the crowd.",VIOLENT_POLITICAL_DEMONSTRATION
"A local leader of the ANP and of the Badhber Qaumi Lashkar narrowly escaped when a roadside bomb exploded along the side of the road. However, another vehicle passing through the areas was damaged and the driver received minor injuries. ",ASSASSINATION
A blast derailed three bogies and the engine of the train near Tangwani on Tuesday. 15 people were injured.,TERRORISM
Protestors damaged six buses and injured two drivers to protest agaisnt the death of a man who was run over by a bus belonging to a local transport company. They blocked the road for three hours and intercepted every bus that passed through the area. The police baton charged the crowd to bring the situation under control.,VIOLENT_POLITICAL_DEMONSTRATION
The body of an unidentified person was found in Shafiqabad area on Monday,OTHER
Suspected militants fired rockets on an army post. Senior government officials said it was too early to draw any link between the rocket attack in the Kurram Agency and the ongoing operation in South Waziristan. ,GUERILLA_ATTACK_ON_GOV_FORCES
A constable was killed in North Nazimabad while he was on his motorcycle. ,ASSASSINATION
An expatriate was found murdered in his house with multiple stab wounds and head injuries. Police could not determine whether any valuables were missing or not.,ASSASSINATION
"During exchange of fire between the security forces and militants while a search operation was underway, a taliban leader and four other accomplices were killed.",GOV_ATTACK_ON_NONSTATE_COMBATANTS
"Clashes erupted between tribes from Balishkhel and Sadda. This happened after a funeral ceremony was attacked. Rockets were also fired at Shalozan, Bughdai and Luqmankhel areas near the Afghan Border. Local people claimed that militants that had relocated from Waziristan and other militancy-hit areas were behind the initial attacks. (See Note)",RIOT
A young man was shot and killed in Ittehad town in Baldia when gunmen targetted him on a motorcycle.,ASSASSINATION
"Four people, including two MQM (Haqiqi) activists, one MQM (Altaf) and one pedestrian, were killed during in a clash between the two Mohajir Qaumi Movement groups in Asif Colony, when Haqiqi workers were fired upon in Asif Colony who in turn retaliated.",RIOT
The Afghan army fired several rockets on a border post of the Pakistani army. The attack triggered skirmishes and the two sides exchanged fire.,ATTACK_ON_STATE
"Three PPP activists, Usman, Younis and Babu, were shot at by unidentified men on a motorcycle. Two of them died on the spot while the third was taken to a hospital where he succumbed to his injuries. Dozens of PPP workers took the bodies with them and staged a sit-in in front of the Chief Minister's house. they demanded a case a to be registered against the 'provincial goverment's coalition partner' .",ASSASSINATION
"Punjab Professors and Lecturers Association, FC College arranged a protest meeting and flayed the government's move to returnt he college to the Presbyterian Church. Some of the protesting students clashed with the police deployed at the gate leaving eight injured. The students claimed that the police had stopped them from entering the college and had resorted to baton-charge. However, the police stated that the students had broken a windshield and had to be stopped.",VIOLENT_POLITICAL_DEMONSTRATION
An eighty year old woman was hit by a stray bullet and killed while she was cleaning her veranda in Kalakot.,OTHER
A truck carrying 150-180 Kg of explosives blew up outside a police station. Tehrik-i-Taliban claimed responsibility for the attack saying the group had decided to resume attacks after laying low since their amir's (Baitullah Mehsud) killing last month. Followup: The death toll of the blast rose to 15 as five more bodies were retrieved from the debris.,GUERILLA_ATTACK_ON_GOV_FORCES
Twin pipelines of the Sui Southern Gas Comapny were damaged by an explosion.  The blast was similar to ones that have taken place recently for which the SLA claimed responsibilty.,TERRORISM
"An angry mob attacked houses in Christian Town, on rumors that Christian's living there had desecrated the Kalma. The police intervened and arrested three people.",RIOT
Militants used IEDs to blow up a school in Mohmand Agency,TERRORISM
"A boy was killed and two others were wounded in Indian shelling in the Hajira sector, Poonch from across the LoC. ",ATTACK_ON_STATE
"security forces have launched a ground offensive in the towns and cities of Swat. security personnel were engaging militants in Kanju town. An operation was under way in Takhtaband, where seven combatants had been killed in a clash and the body of militant `commander` Malanga was lying with the security forces.",GOV_ATTACK_ON_NONSTATE_COMBATANTS
"The relatives of a victim of a \fake encounter\"" staged a protest against the Khudian police. They were accompanied by a large number of villagers who blocked Allahabad Road for 6 hours, burnt tyres and raised slogans against the police. The police resorted to teargas shelling, baton-charge and aerial firing but the demonstrators only dispersed when SP Waqas Hussain assured them that a case would be registered against the accused policemen. """,VIOLENT_POLITICAL_DEMONSTRATION
Arsonists set on fire seven public and private vehicles and the Allied Bank's Frere Road branch while sporadic gunfire also took place. ,VIOLENT_POLITICAL_DEMONSTRATION
Scattered incidents of firing continued in the strife-hit areas of Karachi as two bodies were found stuffed in gunny bags off the Northern Bypass. Both men had been shot in the head.,ASSASSINATION
