text,target,gt_stance,target_short
I would be so embarrassed if @realDonaldTrump were my dad. My dad was #conservative #Marine but not stupid or unkind. #yuck,Donald Trump,AGAINST,Trump
I wonder if Trump's campaign manager is still just drinking or have they moved on to harder stuff.,Donald Trump,AGAINST,Trump
Oreo frappie from Mcdonalds is the morning beverage of Champions.#wakeandbake #McDonalds,Donald Trump,AGAINST,Trump
@McAndles1 @OldRowRumors Hoobastank goes against Christ. Shame,Donald Trump,AGAINST,Trump
@CarlaChamorros Grassley should know Hilliary answers to no one!!!!!!,Donald Trump,AGAINST,Trump
@loudobbsnews Don't you just love that truth is now called controversial comments?!  Has this country fallen that low?!,Donald Trump,AGAINST,Trump
Dear Republicans: Please nominate Donald Trump. The reminder that people like him exist will do wonders for the progressive cause,Donald Trump,AGAINST,Trump
@realDonaldTrump @LadyPatriot777 @Macys lousy merchandise made in China !!!!!!!,Donald Trump,AGAINST,Trump
"@realDonaldTrump First sentence a must, but he'll NEVER be my President. #Truth will be revealed. He's an Indonesian citizen.",Donald Trump,AGAINST,Trump
Everything Donald Trump said was 100% true though.,Donald Trump,FAVOR,Trump
@gerfingerpoken2 @tomgreen1959 Of course he did. Traitors conspire with #traitors #ImpeachObama,Donald Trump,NONE,Trump
Conflict is a vehicle for change!  Ask @realDonaldTrump Trump becoming a front runner. #USA #leadership,Donald Trump,FAVOR,Trump
@realDonaldTrump you work on the Mexican wall and I will focus on the Canadian wall!! #trueenemy #Christie2016,Donald Trump,AGAINST,Trump
@realDonaldTrump @PamplinFilmCo We needs some Ballz back in the WH..,Donald Trump,FAVOR,Trump
@realDonaldTrump Its admirable how you're willing to lose sponsors for the greater good. We've longed for voice like yours!,Donald Trump,FAVOR,Trump
@realDonaldTrump you're not playing to win this =,Donald Trump,AGAINST,Trump
"TY Michael @ASavageNation ""I'd do anything to help him; he's right, he's telling the truth"" @realDonaldTrump #BoycottMacys",Donald Trump,FAVOR,Trump
@POTUS what are your thoughts on,Donald Trump,NONE,Trump
Stop thinking you can walk around talking reckless in the end it will bite you in the ass #Dontjudgeme,Donald Trump,AGAINST,Trump
I'm voting for Donald Trump this election #waitonit,Donald Trump,FAVOR,Trump
Clearly @realDonaldTrump has very good finance people because his shocking racist comments proves he not an intelligent human!,Donald Trump,AGAINST,Trump
@realDonaldTrump fuck you racist ass bitch. Go fuck yourself,Donald Trump,AGAINST,Trump
@thehill @greta @realDonaldTrump Now You Know The Left Is Afraid Of A Executive Over Politicians < Hang In There Donald,Donald Trump,FAVOR,Trump
GOP candidate predictions? America decides to play the Trump card and go with the man with the plan.,Donald Trump,FAVOR,Trump
"What does Ivana, NBC, Univision, Gemini's, and Macy's have in common?  Answer: They all dropped",Donald Trump,AGAINST,Trump
"Corporate America showing there Asses, over #trump is just wrong! I am making note!",Donald Trump,AGAINST,Trump
"If there was such a thing as the ""American"" Hitler. Donald Trump would probably be that guy. #nationalism",Donald Trump,AGAINST,Trump
"#PrezTrump had a great week, he's the BIG news story, mission accomplished. #tcot #TeaParty",Donald Trump,FAVOR,Trump
"The way @realDonaldTrump is taking flak, he must be over the target.",Donald Trump,AGAINST,Trump
@DrakeKing15your gay agenda will be met with the wrath of god,Donald Trump,NONE,Trump
"Fuck You Obama, I will continue to fly my confederate flag and I'm going to fly it proudly! Renaming American streets? WTF?",Donald Trump,NONE,Trump
"@boxxers06 This may be true. However, many Americans also travel to these and other places to do the exact same thing.",Donald Trump,NONE,Trump
"This country needs a President to take control, cut through the BS, and speak the truth! #truthhurts @realDonaldTrump",Donald Trump,FAVOR,Trump
"Anyone who is against @realDonaldTrump 4 president, has no clue of his success and the potential of greatness he can do 4 us.",Donald Trump,FAVOR,Trump
"@business  ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #OhHillNo #StopHillary2016",Donald Trump,AGAINST,Trump
"Looking at presidential candidates, there is only one candidate, who can stand tall, and is all heads and shoulders. #Trump",Donald Trump,FAVOR,Trump
@realDonaldTrump had a point and one the liberal media won't dare come close to! We have a fragile and wide open border!,Donald Trump,FAVOR,Trump
@realDonaldTrump first time voting and I'm definitely voting for Trump,Donald Trump,FAVOR,Trump
5. Obama could kill us all with these race wars and black lives matters stuff. Divide and Conquer. #tcot,Donald Trump,NONE,Trump
"@realDonaldTrump people are scared to hear the truth and that's why they fear you. If you don't tell it like it is, no one will.",Donald Trump,FAVOR,Trump
@nytimes Does he go to the Dog groomer ?,Donald Trump,NONE,Trump
GRATE TWO SEE @realDonaldTrump GET TUFF ON BOARDER CONTROL!  HAS MY VOTE IN 2016!  #TCOT #ILLEGALSSTOLEJOBS,Donald Trump,FAVOR,Trump
Mexico sucks. What other conclusion is there for ppl to come here illegally?   #Mexico,Donald Trump,NONE,Trump
Wondering who is going to make your suites now. @realDonaldTrump  Maybe the rapist and killers you speak about will.,Donald Trump,AGAINST,Trump
@realDonaldTrump Any more campaign stops in Chicago anytime soon? Good luck!,Donald Trump,FAVOR,Trump
@GreggJarrett @FoxNews @GeekGirl2u @realDonaldTrump will do fine with legal Latino voters. #MakeAmericaGreatAgain,Donald Trump,FAVOR,Trump
@MoveOn Go screw yourselves & take Killary with you! Bring your bully shit to Florida and see what happens! #boycottMoveOn,Donald Trump,NONE,Trump
"@usnavyjack @RNC When RNC calls, ask them to prove they're conservative. They can't and you'll enjoy it. #RNC #GOP #tcot",Donald Trump,NONE,Trump
Political correctness should be an automatic disqualifier for all #GOP candidates in 2016. #tcot #DefeatCommunism,Donald Trump,NONE,Trump
Trump wasn't precise but he's no bigot. employs thousands. contributed millions to charity. And loves America.not corrupt.capable,Donald Trump,FAVOR,Trump
@GOP it's time you recognize @realDonaldTrump . This movement is real. #MakeAmericaGreatAgain,Donald Trump,FAVOR,Trump
There is no scarcity. There is no lack. No need for poverty. We are only victims of robbery by our leaders. #LiberateYourself,Donald Trump,NONE,Trump
@exjon @SweetFreedom29 @irishspy @KATUNews say's it all!!!!!!!!,Donald Trump,NONE,Trump
@PatDollard She is right on the money!!!!!,Donald Trump,NONE,Trump
@10thAmendment  Funny. Visited by Muslims on  Christmas Eve last year.,Donald Trump,NONE,Trump
@realDonaldTrump Favorites and retweets keep piling up for Trump! He's killing the other candidates!,Donald Trump,FAVOR,Trump
#NothingMoreAmericanThan complaining about Mexicans when you've been marketing off their labor.,Donald Trump,AGAINST,Trump
"Le(a)nin left RT @uss_victory: @realDonaldTrump /#LongLiveLiberty; Better is a ""#Capitalist"" for President than a #Communist.",Donald Trump,FAVOR,Trump
@nytpolitics and will stop Illegals from killing our citizens.,Donald Trump,AGAINST,Trump
@realDonaldTrump the left should get off your back!  By the LAW anyone that crosses the border illegally is a criminal.,Donald Trump,AGAINST,Trump
Thanks to @realDonaldTrump our Hispanic community finally has woken up from the dead! #GovernmentAndPolitics #WhiteHouse,Donald Trump,AGAINST,Trump
Important part of platform.  Make it illegal to talk during #TrueDetective  #GOP #Election2016,Donald Trump,AGAINST,Trump
I nominate Donald Trump for the new ambassador to Mexico. #Mexico #Tacos,Donald Trump,AGAINST,Trump
"The only reason people have a problem with @realDonaldTrump is because he speaks the truth, which offends the soft Americans.",Donald Trump,AGAINST,Trump
"@HomerWhite @BeauCards Illegal!!!!!   DOJ,AG,law enforcement  Hello anyone!!!!!!",Donald Trump,AGAINST,Trump
Donald Trump is so crazy I'm scared if I was hanging with him he would think it would be okay to sell me back to slavery!,Donald Trump,AGAINST,Trump
Hey hypocrites @Macys since u pull @realDonaldTrump merchandise from stores why dont u pull #racist #JAYZ CRAP #2FACEDLIBERALS,Donald Trump,AGAINST,Trump
"@realDonaldTrump comments about Mexicans where he said ""somebody's doing the raping""  Why do bigoted WM claim to be crime free?",Donald Trump,AGAINST,Trump
Top 10 Questions at Declaration of Independence signing  8. Are all Mexicans rapists and murderers? #4thjuly,Donald Trump,AGAINST,Trump
@RWSurferGirl it's not a racial tragedy nor an Islamic one either. Only patriots care for all.,Donald Trump,AGAINST,Trump
"@seanhannity @BobbyJindal He would be great Vp for Trump.. 2 of  kind,#MakeAmericaGreatAgain ,",Donald Trump,AGAINST,Trump
Great interview with @BobbyJindal tonight! I can vote for this guy! #Hannity #lnyhbt,Donald Trump,AGAINST,Trump
"Witnessing the destruction of the #middleclass If you are black, white Hispanic, or any other creed support #Trump #usa #4thjuly",Donald Trump,AGAINST,Trump
@marcorubio .  Adios for your comments about @realDonaldTrump .. You are a disappointment.,Donald Trump,AGAINST,Trump
@GeorgeTakei One of them might even be named #ClarenceThomas. #ApologizeTakei,Donald Trump,AGAINST,Trump
"Ez21:15 I have set the point of the sword against all their gates, that their heart may faint, n their ruins be multiplied:",Donald Trump,AGAINST,Trump
"Cashinin A Block) Terror&4th July, terrorists win? B) Trump v NBC, Univision, Macy's C) Cuba D) WhiteHouseLights FNC 1130aET",Donald Trump,AGAINST,Trump
The clothing #Macys (made in Mexico&China) #NBC (Traders! #Sodomites!) #Univision (will pay!) #RollOn!!! @realDonaldTrump #wiyh,Donald Trump,AGAINST,Trump
"#DanaPerino is getting more snitful by the minute. Says Trump isn't believable, can't win. Hide&watch! #MakeAmericaGreatAgain",Donald Trump,AGAINST,Trump
Trump and his comb over are gonna take over America #IndependenceDay,Donald Trump,AGAINST,Trump
"@ProfessorF You have plenty of phones, internet access, cars, TVs, houses, etc. all courtesy of taxpayers.. er.. government!",Donald Trump,AGAINST,Trump
I love the Mexican people but they're smarter than us we MUST stop them!,Donald Trump,AGAINST,Trump
"Terrorist takes selfie post on media,USA bombs target, USA tells world how they did it so they they never have 2 repeat it.",Donald Trump,AGAINST,Trump
"@rodrickgibbons @ByronYork @geoffcaldwell Maybe if we make it a Toll Bridge, we may recoup some of the welfare payments! LOL",Donald Trump,AGAINST,Trump
If Donald Trump is elected president I'm moving to Nunavut to get away from these retards #Trump,Donald Trump,AGAINST,Trump
"@JonathanHoenig @ericbolling Errant Vanity says up 2 USA about fighting ISIS, ? is choosing when/where ISIS decided we will",Donald Trump,AGAINST,Trump
@realDonaldTrump let the haters run away. You can now see who  you're true supporters are.,Donald Trump,AGAINST,Trump
Liberalism is the politics of personal destruction! If Liberals can't win- they will lie & demonize! They are paid to attack!,Donald Trump,AGAINST,Trump
"Normalize relations with ISIS for our economy, @ericbolling would you do it? there is a line what we should do for money.",Donald Trump,AGAINST,Trump
@tommyhubb @JonathanHoenig Obama sees everything through an anti-Colonial prism.Every move he makes degrades our nation.#Cashinin,Donald Trump,AGAINST,Trump
"Lighting that WH was so in your face to half of America, no class and so disrespectful..  #CashinIn",Donald Trump,AGAINST,Trump
"@ProfessorF @JessicaTarlov And deluded shows and ""news"" reporters are not?!",Donald Trump,AGAINST,Trump
"Donald trump is way better than ANY candidate out there. Because he's real, not a lobbyist backed puppet #Election2016",Donald Trump,AGAINST,Trump
@FNC_Ladies_Rule @MichelleFields @JonathanHoenig @JessicaTarlov Can't wait to get home and see the episode.,Donald Trump,AGAINST,Trump
"@realDonaldTrump has formed the ""Racistublicans"". The political party for old fat assholes. #Racistublicans  #Republicans",Donald Trump,AGAINST,Trump
Spending my fourth at taqueria with some homies. #murica,Donald Trump,AGAINST,Trump
@DaGodfather907 @dare6626  Hope the rotten SOB don't choke :(,Donald Trump,AGAINST,Trump
@HnstyNgov @FoxBusiness @realDonaldTrump Meanwhile no Democrat running has given anyone anywhere a job. Other Repubs just as bad.,Donald Trump,AGAINST,Trump
"@UPROXX good,, trumps speaking of illrgal immigrants,,, its her loss",Donald Trump,AGAINST,Trump
NASCAR abandons Trump. Some good news to end my day with   #Trump,Donald Trump,AGAINST,Trump
@JonathanHoenig @realDonaldTrump @feldmaniac @Mediaite Support Americas future Boycott capitalist pig,Donald Trump,AGAINST,Trump
"@CindyReynolds I have to turn the channel, all I can do is stare at that nest on his head.",Donald Trump,AGAINST,Trump
your so vain you probably....learn my winning blackjack approach start tweet#1... /71 #LIFEGOALS  #RAP   #soccer  #July4,Donald Trump,AGAINST,Trump
trump slogan : THEN IMPEACH ME #continuedontheback : start learning your own god damned government and THEN WHY DONT U RUN,Donald Trump,AGAINST,Trump
"@realDonaldTrump don't care what anybody says. In November 2016, you will have my vote. Where can I get your bumper sticker??",Donald Trump,AGAINST,Trump
@johnnydollar01 @kilmeade That there can be complete #ASSHOLES like,Donald Trump,AGAINST,Trump
Donald Trump stays roasting on Twitter,Donald Trump,AGAINST,Trump
@FFRNNU Maybe #MSM should be talking more about this and less about flags and cakes.,Donald Trump,AGAINST,Trump
Donald Trump is only saying what ALL the other 2016 GOP Presidential candidates are thinking! Bad things!! #GOP #Trump #POTUS,Donald Trump,AGAINST,Trump
@TMZ trump a guy born with a silver spoon up his ass who has never done a hard days work in his life  #DumpTrump #YoureFired,Donald Trump,AGAINST,Trump
"We need a man that will do the tough negotiations, say what needs to be said and forget the words politically correct.  #thanks",Donald Trump,AGAINST,Trump
