source_row,source_date,source_country,text,gt_attack_type
2554,2017-03-22,Pakistan,"03/22/2017: An explosive device detonated along Pakistan Railways tracks at Mehrabpur Railway Station in Mehrabpur, Sindh, Pakistan. There were no reported casualties in the blast. This was one of two attacks targeting the same railway line in Sindh on this date. The Sindhudesh Revolutionary Army (SRA) claimed responsibility for the incident.",Bombing/Explosion
2555,2017-03-22,Iraq,"03/22/2017: Assailants fired mortars at Maawsil al-Jadidah neighborhood in Mosul, Nineveh, Iraq. This was one of five similar incidents in Mosul on this date. At least five people were killed and more than 20 people were injured across two of the attacks. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident. The specific motive is unknown; however, sources stated that the victims were attempting to leave the area at the time of the attack.",Bombing/Explosion
2556,2017-03-22,Iraq,"03/22/2017: Assailants fired mortars at Rifak neighborhood in Mosul, Nineveh, Iraq. This was one of five similar incidents in Mosul on this date. At least five people were killed and more than 20 people were injured across two of the attacks. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident. The specific motive is unknown; however, sources stated that the victims were attempting to leave the area at the time of the attack.",Bombing/Explosion
2557,2017-03-22,Iraq,"03/22/2017: Assailants fired a mortar at Farouq area in Mosul, Nineveh, Iraq. At least one person was killed and two people were injured in the attack. This was one of five similar incidents in Mosul on this date. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.",Bombing/Explosion
2558,2017-03-22,Iraq,"03/22/2017: Assailants fired mortars at Souq al-Arbaa market in Mosul, Nineveh, Iraq. This was one of five similar incidents in Mosul on this date. At least one security member was injured across two of the attacks. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.",Bombing/Explosion
2559,2017-03-22,Iraq,"03/22/2017: Assailants fired mortars at Bab al-Tub neighborhood in Mosul, Nineveh, Iraq. This was one of five similar incidents in Mosul on this date. At least one security member was injured across two of the attacks. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.",Bombing/Explosion
2560,2017-03-17,Iraq,"03/17/2017: Assailants stormed a residential building and took civilians hostages in Maawsil al-Jadidah neighborhood, Mosul, Nineveh, Iraq. The assailants then planted explosives-laden vehicles around the houses and positioned snipers on the rooftops to target security forces. A United States airstrike hit the houses, detonating the vehicles. An unknown number of hostages were killed in the blasts and subsequent building collapse. No group claimed responsibility; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL). The specific motive is unknown; however, sources stated that the victims were being used as human shields. Sources also suspected that the explosives-laden vehicles were left outside of the buildings to force the United States-led coalition to target civilians.",Hostage Taking (Barricade Incident)
2561,2017-03-22,Ukraine,"03/22/2017: Assailants shelled a house in Avdiivka, Donetsk, Ukraine. There were no reported casualties. No group claimed responsibility for the incident.",Bombing/Explosion
2562,2017-03-22,Philippines,"03/22/2017: Assailants attacked military personnel escorting a humanitarian aid convoy in Jubgan, Surigao del Norte, Philippines. No casualties were reported in the assault. No group claimed responsibility for the incident; however, sources attributed the attack to the New People's Army (NPA).",Unknown
2563,2017-03-22,Turkey,"03/22/2017: A sniper in Syria opened fire on a Turkish border post in Hatay province, Turkey. One soldier was killed in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Kurdistan Workers' Party (PKK).",Armed Assault
2564,2017-03-22,Colombia,"03/22/2017: Assailants shot and killed Javier Oteca, an indigenous rights activist, in Corinto, Cauca, Colombia. No group claimed responsibility for the incident; however, sources attributed the attack to right-wing paramilitaries. The specific motive is unknown; however, sources suspected that the attack was related to a larger trend of violence targeting indigenous human rights activists in Colombia.",Armed Assault
2565,2017-03-24,Egypt,"03/24/2017: Assailants opened fire on police personnel in Arish, North Sinai, Egypt. Two police officers were killed in the attack. The Sinai Province of the Islamic State claimed responsibility for the incident.",Armed Assault
2566,2017-03-22,Pakistan,"03/22/2017: Assailants opened fire on a Pakistani Police vehicle in Sialkot, Punjab, Pakistan. A constable was killed and an assistant sub-inspector was injured in the assault. No group claimed responsibility for the attack.",Armed Assault
2567,2017-03-22,Nigeria,"03/22/2017: Assailants shot and killed an Aladja farmer in Udu district, Delta, Nigeria. No group claimed responsibility for the incident; however, sources attributed the attack to Ijaw extremists.",Armed Assault
2568,2017-03-22,Syria,"03/22/2017: Assailants fired missiles that landed and detonated in farmlands near Jableh, Lattakia, Syria. There were no reported casualties in the incident. This was one of two projectile attacks in Lattakia on the same day. No group claimed responsibility for the incidents.",Bombing/Explosion
2569,2017-03-22,Syria,"03/22/2017: Assailants fired missiles that landed and detonated in farmlands near Qardaha, Lattakia, Syria. There were no reported casualties in the incident. This was one of two projectile attacks in Lattakia on the same day. No group claimed responsibility for the incidents.",Bombing/Explosion
2570,2017-03-22,United States,"03/22/2017: Assailants set fire to Zion Lutheran Church in Nome, North Dakota, United States. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources noted that the church was recently purchased by a white supremacist, identified as Craig Cobb. The specific motive is unknown; however, sources noted that the church was recently purchased by a white supremacist.",Facility/Infrastructure Attack
2571,2017-03-22,Iraq,"03/22/2017: An explosive device detonated near shops in Nahrawan, Balad Ruz , Diyala, Iraq. At least four people were injured in the blast. No group claimed responsibility for the attack.",Bombing/Explosion
2572,2017-03-22,Iraq,"03/22/2017: An explosive device detonated near a popular market in Arab Ebjur, Baghdad, Iraq. At least one person was killed and three other people were injured in the blast. No group claimed responsibility for the attack.",Bombing/Explosion
2574,2017-03-23,Philippines,"03/23/2017: Assailants hijacked a cargo ship off the coast of Basakan, Basilan, Philippines. Two crew members were abducted in the attack. One hostage escaped on March 25, 2017, and the remaining hostage was released on March 27, 2017. No group claimed responsibility for the incident; however, sources attributed the attack to the Abu Sayyaf Group (ASG).",Hijacking
2575,2017-03-23,Philippines,"03/23/2017: Assailants raided civilian houses in Camutan, North Cotabato, Philippines. At least 70 villagers were held hostage during the assault. The outcome of the kidnapping is unknown. No group claimed responsibility for the incident; however, sources attributed the attack to the New People's Army (NPA). The specific motive is unknown; however, sources noted that the victims were taken hostage to be used as human shields.",Hostage Taking (Kidnapping)
2576,2017-03-23,Iraq,"03/23/2017: An explosive device detonated near shops in Bakriyah area, Baghdad, Iraq. At least one person was killed and two people were injured in the blast. No group claimed responsibility for the incident.",Bombing/Explosion
2577,2017-03-23,Iraq,"03/23/2017: Assailants fired a rocket at the Mosul General Hospital in Wadi Hajar neighborhood, Mosul, Nineveh, Iraq. Three medics were killed in the attack. No group claimed responsibility for the incident.",Bombing/Explosion
2578,2017-03-23,Yemen,"03/23/2017: Assailants fired a rocket-propelled grenade (RPG) at the deputy interior minister's vehicle in Aben, Abyan, Yemen. The minister's son was killed and three people were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Qaida in the Arabian Peninsula (AQAP).",Bombing/Explosion
