model,task,field,label,support,predicted_support,f1,accuracy,mcc,precision,recall
gemini-3.8-flash,osnabruegge_cross_domain_topic,policy_domain,No Topic,2,17,0.105263157895,0.83,0.125502504615,0.0588235294118,0.5
gemini-3.8-flash,plover_cameo_event,event_type,AGREE,11,3,0.285714285714,0.9,0.312880596381,0.666666666667,0.181818181818
gemini-3.8-flash,plover_cameo_event,event_type,AID,4,7,0.545454545455,0.95,0.544017408836,0.428571428571,0.75
gemini-3.8-flash,plover_cameo_event,event_type,ASSAULT,6,7,0.769230769231,0.97,0.755849676835,0.714285714286,0.833333333333
gemini-3.8-flash,plover_cameo_event,event_type,COERCE,3,6,0.666666666667,0.97,0.6960862608,0.5,1
gemini-3.8-flash,plover_cameo_event,event_type,CONCEDE,4,10,0.571428571429,0.94,0.612372435696,0.4,1
gemini-3.8-flash,plover_cameo_event,event_type,CONSULT,4,6,0.8,0.98,0.807946642903,0.666666666667,1
gemini-3.8-flash,plover_cameo_event,event_type,COOPERATE,2,2,1,1,1,1,1
gemini-3.8-flash,plover_cameo_event,event_type,DEMAND,15,13,0.928571428571,0.98,0.920186554466,1,0.866666666667
gemini-3.8-flash,plover_cameo_event,event_type,DISAPPROVE,4,3,0.571428571429,0.97,0.562400557584,0.666666666667,0.5
gemini-3.8-flash,plover_cameo_event,event_type,FIGHT,2,0,0,0.98,,,0
gemini-3.8-flash,plover_cameo_event,event_type,INVESTIGATE,4,5,0.888888888889,0.99,0.889756521003,0.8,1
gemini-3.8-flash,plover_cameo_event,event_type,MOBILIZE,3,3,1,1,1,1,1
gemini-3.8-flash,plover_cameo_event,event_type,PROTEST,12,11,0.869565217391,0.97,0.853682581477,0.909090909091,0.833333333333
gemini-3.8-flash,plover_cameo_event,event_type,REJECT,11,11,1,1,1,1,1
gemini-3.8-flash,plover_cameo_event,event_type,RETREAT,4,3,0.285714285714,0.95,0.263251324827,0.333333333333,0.25
gemini-3.8-flash,plover_cameo_event,event_type,SANCTION,0,0,0,1,,,
gemini-3.8-flash,plover_cameo_event,event_type,SUPPORT,3,3,0.666666666667,0.98,0.656357388316,0.666666666667,0.666666666667
gemini-3.8-flash,plover_cameo_event,event_type,THREATEN,8,6,0.857142857143,0.98,0.856762833689,1,0.75
gemini-3.8-flash,politicause_causal_relation,causal_relation,0,68,37,0.685714285714,0.67,0.481314228,0.972972972973,0.529411764706
gemini-3.8-flash,politicause_causal_relation,causal_relation,1,32,63,0.652631578947,0.67,0.481314228,0.492063492063,0.96875
gemini-3.8-flash,rheault_line_of_fire_incivility,uncivil,0,87,78,0.933333333333,0.89,0.656079173094,0.987179487179,0.885057471264
gemini-3.8-flash,rheault_line_of_fire_incivility,uncivil,1,13,22,0.685714285714,0.89,0.656079173094,0.545454545455,0.923076923077
gemini-3.8-flash,theocharis_dynamics_incivility,uncivil,0,68,74,0.859154929577,0.8,0.521962464861,0.824324324324,0.897058823529
gemini-3.8-flash,theocharis_dynamics_incivility,uncivil,1,32,26,0.655172413793,0.8,0.521962464861,0.730769230769,0.59375
gemini-3.8-flash,toxicity_protests_es,toxic,0,55,49,0.846153846154,0.84,0.685572918305,0.897959183673,0.8
gemini-3.8-flash,toxicity_protests_es,toxic,1,45,51,0.833333333333,0.84,0.685572918305,0.78431372549,0.888888888889
gemini-3.8-flash,twitcivility_impoliteness,impolite,0,72,62,0.805970149254,0.74,0.429479997386,0.870967741935,0.75
gemini-3.8-flash,twitcivility_impoliteness,impolite,1,28,38,0.606060606061,0.74,0.429479997386,0.526315789474,0.714285714286
gemini-3.8-flash,wesleyan_creative_ads_2022,tone,promote,75,75,0.946666666667,0.92,0.786666666667,0.946666666667,0.946666666667
gemini-3.8-flash,wesleyan_creative_ads_2022,tone,attack,23,21,0.863636363636,0.94,0.826679896907,0.904761904762,0.826086956522
gemini-3.8-flash,wesleyan_creative_ads_2022,tone,unclear,2,4,0.333333333333,0.96,0.335346810024,0.25,0.5
gemma3_27b_it_fp8_dynamic,agoraspeech_criticism_agenda,criticism_or_agenda,criticism,48,48,0.895833333333,0.9,0.799679487179,0.895833333333,0.895833333333
gemma3_27b_it_fp8_dynamic,agoraspeech_criticism_agenda,criticism_or_agenda,political agenda,52,52,0.903846153846,0.9,0.799679487179,0.903846153846,0.903846153846
gemma3_27b_it_fp8_dynamic,ballard_incivility,uncivil,0,88,87,0.937142857143,0.89,0.497777930881,0.942528735632,0.931818181818
gemma3_27b_it_fp8_dynamic,ballard_incivility,uncivil,1,12,13,0.56,0.89,0.497777930881,0.538461538462,0.583333333333
gemma3_27b_it_fp8_dynamic,bestvater_kavanaugh_stance,pro_kavanaugh,0,43,38,0.83950617284,0.87,0.734905335732,0.894736842105,0.790697674419
gemma3_27b_it_fp8_dynamic,bestvater_kavanaugh_stance,pro_kavanaugh,1,57,62,0.890756302521,0.87,0.734905335732,0.854838709677,0.929824561404
gemma3_27b_it_fp8_dynamic,bestvater_wm_stance,pro_womens_march,0,10,21,0.516129032258,0.85,0.482844805871,0.380952380952,0.8
gemma3_27b_it_fp8_dynamic,bestvater_wm_stance,pro_womens_march,1,90,79,0.91124260355,0.85,0.482844805871,0.974683544304,0.855555555556
gemma3_27b_it_fp8_dynamic,brandt_gtd_attack_type,attack_type,Assassination,7,2,0.222222222222,0.93,0.24075755337,0.5,0.142857142857
gemma3_27b_it_fp8_dynamic,brandt_gtd_attack_type,attack_type,Armed Assault,31,48,0.632911392405,0.71,0.437978538161,0.520833333333,0.806451612903
gemma3_27b_it_fp8_dynamic,brandt_gtd_attack_type,attack_type,Bombing/Explosion,37,40,0.909090909091,0.93,0.854032920544,0.875,0.945945945946
gemma3_27b_it_fp8_dynamic,brandt_gtd_attack_type,attack_type,Facility/Infrastructure Attack,3,5,0.5,0.96,0.497597774256,0.4,0.666666666667
gemma3_27b_it_fp8_dynamic,brandt_gtd_attack_type,attack_type,Hijacking,1,1,1,1,1,1,1
gemma3_27b_it_fp8_dynamic,brandt_gtd_attack_type,attack_type,Hostage Taking (Barricade Incident),0,0,0,1,,,
gemma3_27b_it_fp8_dynamic,brandt_gtd_attack_type,attack_type,Hostage Taking (Kidnapping),8,3,0.545454545455,0.95,0.596380837295,1,0.375
gemma3_27b_it_fp8_dynamic,brandt_gtd_attack_type,attack_type,Unarmed Assault,1,0,0,0.99,,,0
gemma3_27b_it_fp8_dynamic,brandt_gtd_attack_type,attack_type,Unknown,12,1,0,0.87,-0.0371134809513,0,0
gemma3_27b_it_fp8_dynamic,brandt_political_relevance,relevant,0,89,76,0.921212121212,0.87,0.625608318191,1,0.85393258427
gemma3_27b_it_fp8_dynamic,brandt_political_relevance,relevant,1,11,24,0.628571428571,0.87,0.625608318191,0.458333333333,1
gemma3_27b_it_fp8_dynamic,burnham_covid_threat_minimization,threat_minimizing,0,71,82,0.888888888889,0.83,0.561005995664,0.829268292683,0.957746478873
gemma3_27b_it_fp8_dynamic,burnham_covid_threat_minimization,threat_minimizing,1,29,18,0.63829787234,0.83,0.561005995664,0.833333333333,0.51724137931
gemma3_27b_it_fp8_dynamic,burnham_polnli_entailment,entails,0,57,59,0.913793103448,0.9,0.79549971962,0.898305084746,0.929824561404
gemma3_27b_it_fp8_dynamic,burnham_polnli_entailment,entails,1,43,41,0.880952380952,0.9,0.79549971962,0.90243902439,0.860465116279
gemma3_27b_it_fp8_dynamic,burnham_polnli_event_entailment,entails,0,53,49,0.960784313725,0.96,0.923047278426,1,0.924528301887
gemma3_27b_it_fp8_dynamic,burnham_polnli_event_entailment,entails,1,47,51,0.959183673469,0.96,0.923047278426,0.921568627451,1
gemma3_27b_it_fp8_dynamic,burnham_trump_stance,stance_toward_trump,Oppose,39,34,0.767123287671,0.83,0.6379532235,0.823529411765,0.717948717949
gemma3_27b_it_fp8_dynamic,burnham_trump_stance,stance_toward_trump,Neutral,23,23,0.521739130435,0.78,0.378881987578,0.521739130435,0.521739130435
gemma3_27b_it_fp8_dynamic,burnham_trump_stance,stance_toward_trump,Support,38,43,0.814814814815,0.85,0.693291217061,0.767441860465,0.868421052632
gemma3_27b_it_fp8_dynamic,cap_crs_policy_topic,policy_topic,Macroeconomics,6,6,0.833333333333,0.98,0.822695035461,0.833333333333,0.833333333333
gemma3_27b_it_fp8_dynamic,cap_crs_policy_topic,policy_topic,Civil Rights,3,1,0.5,0.98,0.571488693326,1,0.333333333333
gemma3_27b_it_fp8_dynamic,cap_crs_policy_topic,policy_topic,Health,11,11,0.909090909091,0.98,0.897854954035,0.909090909091,0.909090909091
gemma3_27b_it_fp8_dynamic,cap_crs_policy_topic,policy_topic,Agriculture,4,3,0.857142857143,0.99,0.861549790341,1,0.75
gemma3_27b_it_fp8_dynamic,cap_crs_policy_topic,policy_topic,Labor and Immigration,1,0,0,0.99,,,0
gemma3_27b_it_fp8_dynamic,cap_crs_policy_topic,policy_topic,Education,3,4,0.857142857143,0.99,0.861549790341,0.75,1
gemma3_27b_it_fp8_dynamic,cap_crs_policy_topic,policy_topic,Environment,6,7,0.615384615385,0.95,0.590816996303,0.571428571429,0.666666666667
gemma3_27b_it_fp8_dynamic,cap_crs_policy_topic,policy_topic,Energy,1,2,0.666666666667,0.99,0.703526470681,0.5,1
gemma3_27b_it_fp8_dynamic,cap_crs_policy_topic,policy_topic,Immigration,2,2,1,1,1,1,1
gemma3_27b_it_fp8_dynamic,cap_crs_policy_topic,policy_topic,Transportation,0,0,0,1,,,
gemma3_27b_it_fp8_dynamic,cap_crs_policy_topic,policy_topic,Law and Crime,5,9,0.714285714286,0.96,0.72949553987,0.555555555556,1
gemma3_27b_it_fp8_dynamic,cap_crs_policy_topic,policy_topic,Social Welfare,2,4,0.333333333333,0.96,0.335346810024,0.25,0.5
gemma3_27b_it_fp8_dynamic,cap_crs_policy_topic,policy_topic,Housing,3,3,1,1,1,1,1
gemma3_27b_it_fp8_dynamic,cap_crs_policy_topic,policy_topic,Domestic Commerce,8,7,0.4,0.91,0.352501058049,0.428571428571,0.375
gemma3_27b_it_fp8_dynamic,cap_crs_policy_topic,policy_topic,Defense,10,5,0.533333333333,0.93,0.535303379031,0.8,0.4
gemma3_27b_it_fp8_dynamic,cap_crs_policy_topic,policy_topic,Technology,6,5,0.727272727273,0.97,0.714850733707,0.8,0.666666666667
gemma3_27b_it_fp8_dynamic,cap_crs_policy_topic,policy_topic,Foreign Trade,7,9,0.75,0.96,0.735430844494,0.666666666667,0.857142857143
gemma3_27b_it_fp8_dynamic,cap_crs_policy_topic,policy_topic,International Affairs,7,8,0.666666666667,0.95,0.641436351533,0.625,0.714285714286
gemma3_27b_it_fp8_dynamic,cap_crs_policy_topic,policy_topic,Government Operations,15,14,0.896551724138,0.97,0.879747744564,0.928571428571,0.866666666667
gemma3_27b_it_fp8_dynamic,cap_crs_policy_topic,policy_topic,Public Lands,0,0,0,1,,,
gemma3_27b_it_fp8_dynamic,cap_crs_policy_topic,policy_topic,Culture,0,0,0,1,,,
gemma3_27b_it_fp8_dynamic,cap_party_platform_policy_topic,policy_topic,Macroeconomics,9,11,0.6,0.92,0.559505588942,0.545454545455,0.666666666667
gemma3_27b_it_fp8_dynamic,cap_party_platform_policy_topic,policy_topic,Civil Rights,11,8,0.526315789474,0.91,0.485363331555,0.625,0.454545454545
gemma3_27b_it_fp8_dynamic,cap_party_platform_policy_topic,policy_topic,Health,5,8,0.769230769231,0.97,0.777986605215,0.625,1
gemma3_27b_it_fp8_dynamic,cap_party_platform_policy_topic,policy_topic,Agriculture,8,8,0.875,0.98,0.864130434783,0.875,0.875
gemma3_27b_it_fp8_dynamic,cap_party_platform_policy_topic,policy_topic,Labor and Immigration,4,4,0.75,0.98,0.739583333333,0.75,0.75
gemma3_27b_it_fp8_dynamic,cap_party_platform_policy_topic,policy_topic,Education,10,8,0.777777777778,0.96,0.761783440134,0.875,0.7
gemma3_27b_it_fp8_dynamic,cap_party_platform_policy_topic,policy_topic,Environment,3,2,0.8,0.99,0.81232010044,1,0.666666666667
gemma3_27b_it_fp8_dynamic,cap_party_platform_policy_topic,policy_topic,Energy,3,3,1,1,1,1,1
gemma3_27b_it_fp8_dynamic,cap_party_platform_policy_topic,policy_topic,Immigration,0,1,0,0.99,,0,
gemma3_27b_it_fp8_dynamic,cap_party_platform_policy_topic,policy_topic,Transportation,2,0,0,0.98,,,0
gemma3_27b_it_fp8_dynamic,cap_party_platform_policy_topic,policy_topic,Law and Crime,4,3,0.857142857143,0.99,0.861549790341,1,0.75
gemma3_27b_it_fp8_dynamic,cap_party_platform_policy_topic,policy_topic,Social Welfare,4,10,0.285714285714,0.9,0.272165526976,0.2,0.5
gemma3_27b_it_fp8_dynamic,cap_party_platform_policy_topic,policy_topic,Housing,1,0,0,0.99,,,0
gemma3_27b_it_fp8_dynamic,cap_party_platform_policy_topic,policy_topic,Domestic Commerce,2,3,0.4,0.97,0.393598399182,0.333333333333,0.5
gemma3_27b_it_fp8_dynamic,cap_party_platform_policy_topic,policy_topic,Defense,7,6,0.615384615385,0.95,0.590816996303,0.666666666667,0.571428571429
gemma3_27b_it_fp8_dynamic,cap_party_platform_policy_topic,policy_topic,Technology,4,5,0.888888888889,0.99,0.889756521003,0.8,1
gemma3_27b_it_fp8_dynamic,cap_party_platform_policy_topic,policy_topic,Foreign Trade,3,3,0.333333333333,0.96,0.312714776632,0.333333333333,0.333333333333
gemma3_27b_it_fp8_dynamic,cap_party_platform_policy_topic,policy_topic,International Affairs,10,9,0.526315789474,0.91,0.477551981173,0.555555555556,0.5
gemma3_27b_it_fp8_dynamic,cap_party_platform_policy_topic,policy_topic,Government Operations,5,7,0.666666666667,0.96,0.656380341263,0.571428571429,0.8
gemma3_27b_it_fp8_dynamic,cap_party_platform_policy_topic,policy_topic,Public Lands,5,0,0,0.95,,,0
gemma3_27b_it_fp8_dynamic,cap_party_platform_policy_topic,policy_topic,Culture,0,1,0,0.99,,0,
gemma3_27b_it_fp8_dynamic,chae_semeval_stance,stance,FAVOR,27,33,0.833333333333,0.9,0.77075856709,0.757575757576,0.925925925926
gemma3_27b_it_fp8_dynamic,chae_semeval_stance,stance,AGAINST,43,39,0.731707317073,0.78,0.547886964319,0.769230769231,0.697674418605
gemma3_27b_it_fp8_dynamic,chae_semeval_stance,stance,NONE,30,28,0.724137931034,0.84,0.612372435696,0.75,0.7
gemma3_27b_it_fp8_dynamic,dicocco_manifesto_populism,populist,0,87,94,0.950276243094,0.91,0.528374191758,0.914893617021,0.988505747126
gemma3_27b_it_fp8_dynamic,dicocco_manifesto_populism,populist,1,13,6,0.526315789474,0.91,0.528374191758,0.833333333333,0.384615384615
gemma3_27b_it_fp8_dynamic,douglass_icbe_sentence_event_type,event_type,No Event,32,18,0.44,0.72,0.29238740627,0.611111111111,0.34375
gemma3_27b_it_fp8_dynamic,douglass_icbe_sentence_event_type,event_type,Action,25,49,0.567567567568,0.68,0.404226041727,0.428571428571,0.84
gemma3_27b_it_fp8_dynamic,douglass_icbe_sentence_event_type,event_type,Speech,21,19,0.7,0.88,0.62645744452,0.736842105263,0.666666666667
gemma3_27b_it_fp8_dynamic,douglass_icbe_sentence_event_type,event_type,Thought,9,7,0.125,0.86,0.0506721438478,0.142857142857,0.111111111111
gemma3_27b_it_fp8_dynamic,douglass_icbe_sentence_event_type,event_type,Mixed,13,7,0.4,0.88,0.360111244681,0.571428571429,0.307692307692
gemma3_27b_it_fp8_dynamic,erlich_ati_topics,Activities,0,66,41,0.598130841121,0.57,0.21203013431,0.780487804878,0.484848484848
gemma3_27b_it_fp8_dynamic,erlich_ati_topics,Activities,1,34,59,0.537634408602,0.57,0.21203013431,0.423728813559,0.735294117647
gemma3_27b_it_fp8_dynamic,erlich_ati_topics,Budget,0,86,67,0.849673202614,0.77,0.452323078624,0.970149253731,0.755813953488
gemma3_27b_it_fp8_dynamic,erlich_ati_topics,Budget,1,14,33,0.510638297872,0.77,0.452323078624,0.363636363636,0.857142857143
gemma3_27b_it_fp8_dynamic,erlich_ati_topics,Evaluation,0,71,89,0.8375,0.74,0.268352383148,0.752808988764,0.943661971831
gemma3_27b_it_fp8_dynamic,erlich_ati_topics,Evaluation,1,29,11,0.35,0.74,0.268352383148,0.636363636364,0.241379310345
gemma3_27b_it_fp8_dynamic,erlich_ati_topics,External Contracts,0,80,72,0.907894736842,0.86,0.634745449542,0.958333333333,0.8625
gemma3_27b_it_fp8_dynamic,erlich_ati_topics,External Contracts,1,20,28,0.708333333333,0.86,0.634745449542,0.607142857143,0.85
gemma3_27b_it_fp8_dynamic,erlich_ati_topics,Institutional Structure,0,76,85,0.919254658385,0.87,0.616396755702,0.870588235294,0.973684210526
gemma3_27b_it_fp8_dynamic,erlich_ati_topics,Institutional Structure,1,24,15,0.666666666667,0.87,0.616396755702,0.866666666667,0.541666666667
gemma3_27b_it_fp8_dynamic,erlich_ati_topics,Other,0,99,75,0.862068965517,0.76,0.174077655956,1,0.757575757576
gemma3_27b_it_fp8_dynamic,erlich_ati_topics,Other,1,1,25,0.0769230769231,0.76,0.174077655956,0.04,1
gemma3_27b_it_fp8_dynamic,erlich_ati_topics,Regulatory,0,89,83,0.906976744186,0.84,0.351394693548,0.939759036145,0.876404494382
gemma3_27b_it_fp8_dynamic,erlich_ati_topics,Regulatory,1,11,17,0.428571428571,0.84,0.351394693548,0.352941176471,0.545454545455
gemma3_27b_it_fp8_dynamic,gilardi_relevance,relevant,0,48,53,0.871287128713,0.87,0.744335645817,0.830188679245,0.916666666667
gemma3_27b_it_fp8_dynamic,gilardi_relevance,relevant,1,52,47,0.868686868687,0.87,0.744335645817,0.914893617021,0.826923076923
gemma3_27b_it_fp8_dynamic,gilardi_stance,stance,pro,5,19,0.166666666667,0.8,0.122807017544,0.105263157895,0.4
gemma3_27b_it_fp8_dynamic,gilardi_stance,stance,neutral,54,10,0.3125,0.56,0.307652735664,1,0.185185185185
gemma3_27b_it_fp8_dynamic,gilardi_stance,stance,contra,41,71,0.678571428571,0.64,0.398341590861,0.535211267606,0.926829268293
gemma3_27b_it_fp8_dynamic,halterman_keith_bfrs,event_type,ASSASSINATION,31,20,0.705882352941,0.85,0.637847156345,0.9,0.58064516129
gemma3_27b_it_fp8_dynamic,halterman_keith_bfrs,event_type,DRONE_ASSASSINATION,0,0,0,1,,,
gemma3_27b_it_fp8_dynamic,halterman_keith_bfrs,event_type,ATTACK_ON_STATE,4,4,1,1,1,1,1
gemma3_27b_it_fp8_dynamic,halterman_keith_bfrs,event_type,CONVENTIONAL_ATTACK_ON_GOV_FORCES,7,8,0.666666666667,0.95,0.641436351533,0.625,0.714285714286
gemma3_27b_it_fp8_dynamic,halterman_keith_bfrs,event_type,GUERILLA_ATTACK_ON_GOV_FORCES,3,4,0.571428571429,0.97,0.562400557584,0.5,0.666666666667
gemma3_27b_it_fp8_dynamic,halterman_keith_bfrs,event_type,GOV_ATTACK_ON_NONSTATE_COMBATANTS,5,5,1,1,1,1,1
gemma3_27b_it_fp8_dynamic,halterman_keith_bfrs,event_type,GOV_ATTACK_ON_CIVILIANS,3,1,0,0.96,-0.017674908041,0,0
gemma3_27b_it_fp8_dynamic,halterman_keith_bfrs,event_type,RIOT,14,15,0.896551724138,0.97,0.879747744564,0.866666666667,0.928571428571
gemma3_27b_it_fp8_dynamic,halterman_keith_bfrs,event_type,TERRORISM,14,14,0.785714285714,0.94,0.750830564784,0.785714285714,0.785714285714
gemma3_27b_it_fp8_dynamic,halterman_keith_bfrs,event_type,THREAT_OF_VIOLENCE,0,0,0,1,,,
gemma3_27b_it_fp8_dynamic,halterman_keith_bfrs,event_type,VIOLENT_POLITICAL_DEMONSTRATION,12,15,0.888888888889,0.97,0.879049072992,0.8,1
gemma3_27b_it_fp8_dynamic,halterman_keith_bfrs,event_type,OTHER,7,14,0.285714285714,0.85,0.2281642678,0.214285714286,0.428571428571
gemma3_27b_it_fp8_dynamic,halterman_keith_cmp,policy_domain,External Relations,10,10,0.8,0.96,0.777777777778,0.8,0.8
gemma3_27b_it_fp8_dynamic,halterman_keith_cmp,policy_domain,Freedom and Democracy,4,3,0.285714285714,0.95,0.263251324827,0.333333333333,0.25
gemma3_27b_it_fp8_dynamic,halterman_keith_cmp,policy_domain,Political System,13,15,0.285714285714,0.8,0.170713342684,0.266666666667,0.307692307692
gemma3_27b_it_fp8_dynamic,halterman_keith_cmp,policy_domain,Economy,17,22,0.564102564103,0.83,0.466567487637,0.5,0.647058823529
gemma3_27b_it_fp8_dynamic,halterman_keith_cmp,policy_domain,Welfare and Quality of Life,42,40,0.80487804878,0.84,0.66999375043,0.825,0.785714285714
gemma3_27b_it_fp8_dynamic,halterman_keith_cmp,policy_domain,Fabric of Society,9,5,0.571428571429,0.94,0.569166849789,0.8,0.444444444444
gemma3_27b_it_fp8_dynamic,halterman_keith_cmp,policy_domain,Social Groups,5,5,0.2,0.92,0.157894736842,0.2,0.2
gemma3_27b_it_fp8_dynamic,haunss_papea_claims,protest_claim,Anti-Far-Right,6,11,0.588235294118,0.93,0.584061839086,0.454545454545,0.833333333333
gemma3_27b_it_fp8_dynamic,haunss_papea_claims,protest_claim,Anticapitalist,1,1,1,1,1,1,1
gemma3_27b_it_fp8_dynamic,haunss_papea_claims,protest_claim,Church,1,0,0,0.99,,,0
gemma3_27b_it_fp8_dynamic,haunss_papea_claims,protest_claim,COVID,1,3,0.5,0.98,0.571488693326,0.333333333333,1
gemma3_27b_it_fp8_dynamic,haunss_papea_claims,protest_claim,Democracy,3,1,0.5,0.98,0.571488693326,1,0.333333333333
gemma3_27b_it_fp8_dynamic,haunss_papea_claims,protest_claim,Economy,1,6,0.285714285714,0.95,0.397805427627,0.166666666667,1
gemma3_27b_it_fp8_dynamic,haunss_papea_claims,protest_claim,Education,6,5,0.909090909091,0.99,0.908053634709,1,0.833333333333
gemma3_27b_it_fp8_dynamic,haunss_papea_claims,protest_claim,Environment,3,4,0.857142857143,0.99,0.861549790341,0.75,1
gemma3_27b_it_fp8_dynamic,haunss_papea_claims,protest_claim,Far Right,3,4,0.571428571429,0.97,0.562400557584,0.5,0.666666666667
gemma3_27b_it_fp8_dynamic,haunss_papea_claims,protest_claim,Foreign Rights,2,0,0,0.98,,,0
gemma3_27b_it_fp8_dynamic,haunss_papea_claims,protest_claim,Gender,1,2,0.666666666667,0.99,0.703526470681,0.5,1
gemma3_27b_it_fp8_dynamic,haunss_papea_claims,protest_claim,Infrastructure,13,9,0.636363636364,0.92,0.605752620269,0.777777777778,0.538461538462
gemma3_27b_it_fp8_dynamic,haunss_papea_claims,protest_claim,International,3,3,0.333333333333,0.96,0.312714776632,0.333333333333,0.333333333333
gemma3_27b_it_fp8_dynamic,haunss_papea_claims,protest_claim,Labour,24,22,0.869565217391,0.94,0.832025719272,0.909090909091,0.833333333333
gemma3_27b_it_fp8_dynamic,haunss_papea_claims,protest_claim,Media,0,1,0,0.99,,0,
gemma3_27b_it_fp8_dynamic,haunss_papea_claims,protest_claim,Migration,18,8,0.615384615385,0.9,0.62939277538,1,0.444444444444
gemma3_27b_it_fp8_dynamic,haunss_papea_claims,protest_claim,Nuclear Power,1,1,1,1,1,1,1
gemma3_27b_it_fp8_dynamic,haunss_papea_claims,protest_claim,Other,0,3,0,0.97,,0,
